interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,load
2025-04-21T18:00:00-07:00,2025-04-22 01:00:00+00:00,2025-04-21T18:05:00-07:00,2025-04-22 01:05:00+00:00,24285
2025-04-21T18:05:00-07:00,2025-04-22 01:05:00+00:00,2025-04-21T18:10:00-07:00,2025-04-22 01:10:00+00:00,24395
2025-04-21T18:10:00-07:00,2025-04-22 01:10:00+00:00,2025-04-21T18:15:00-07:00,2025-04-22 01:15:00+00:00,24601
2025-04-21T18:15:00-07:00,2025-04-22 01:15:00+00:00,2025-04-21T18:20:00-07:00,2025-04-22 01:20:00+00:00,24826
2025-04-21T18:20:00-07:00,2025-04-22 01:20:00+00:00,2025-04-21T18:25:00-07:00,2025-04-22 01:25:00+00:00,25026
2025-04-21T18:25:00-07:00,2025-04-22 01:25:00+00:00,2025-04-21T18:30:00-07:00,2025-04-22 01:30:00+00:00,25254
2025-04-21T18:30:00-07:00,2025-04-22 01:30:00+00:00,2025-04-21T18:35:00-07:00,2025-04-22 01:35:00+00:00,25482
2025-04-21T18:35:00-07:00,2025-04-22 01:35:00+00:00,2025-04-21T18:40:00-07:00,2025-04-22 01:40:00+00:00,25737
2025-04-21T18:40:00-07:00,2025-04-22 01:40:00+00:00,2025-04-21T18:45:00-07:00,2025-04-22 01:45:00+00:00,25903
2025-04-21T18:45:00-07:00,2025-04-22 01:45:00+00:00,2025-04-21T18:50:00-07:00,2025-04-22 01:50:00+00:00,26102
2025-04-21T18:50:00-07:00,2025-04-22 01:50:00+00:00,2025-04-21T18:55:00-07:00,2025-04-22 01:55:00+00:00,26291
2025-04-21T18:55:00-07:00,2025-04-22 01:55:00+00:00,2025-04-21T19:00:00-07:00,2025-04-22 02:00:00+00:00,26377
2025-04-21T19:00:00-07:00,2025-04-22 02:00:00+00:00,2025-04-21T19:05:00-07:00,2025-04-22 02:05:00+00:00,26492
2025-04-21T19:05:00-07:00,2025-04-22 02:05:00+00:00,2025-04-21T19:10:00-07:00,2025-04-22 02:10:00+00:00,26587
2025-04-21T19:10:00-07:00,2025-04-22 02:10:00+00:00,2025-04-21T19:15:00-07:00,2025-04-22 02:15:00+00:00,26536
2025-04-21T19:15:00-07:00,2025-04-22 02:15:00+00:00,2025-04-21T19:20:00-07:00,2025-04-22 02:20:00+00:00,26583
2025-04-21T19:20:00-07:00,2025-04-22 02:20:00+00:00,2025-04-21T19:25:00-07:00,2025-04-22 02:25:00+00:00,26551
2025-04-21T19:25:00-07:00,2025-04-22 02:25:00+00:00,2025-04-21T19:30:00-07:00,2025-04-22 02:30:00+00:00,26727
2025-04-21T19:30:00-07:00,2025-04-22 02:30:00+00:00,2025-04-21T19:35:00-07:00,2025-04-22 02:35:00+00:00,26815
2025-04-21T19:35:00-07:00,2025-04-22 02:35:00+00:00,2025-04-21T19:40:00-07:00,2025-04-22 02:40:00+00:00,26921
2025-04-21T19:40:00-07:00,2025-04-22 02:40:00+00:00,2025-04-21T19:45:00-07:00,2025-04-22 02:45:00+00:00,27021
2025-04-21T19:45:00-07:00,2025-04-22 02:45:00+00:00,2025-04-21T19:50:00-07:00,2025-04-22 02:50:00+00:00,27057
2025-04-21T19:50:00-07:00,2025-04-22 02:50:00+00:00,2025-04-21T19:55:00-07:00,2025-04-22 02:55:00+00:00,27141
2025-04-21T19:55:00-07:00,2025-04-22 02:55:00+00:00,2025-04-21T20:00:00-07:00,2025-04-22 03:00:00+00:00,27204
2025-04-21T20:00:00-07:00,2025-04-22 03:00:00+00:00,2025-04-21T20:05:00-07:00,2025-04-22 03:05:00+00:00,27207
2025-04-21T20:05:00-07:00,2025-04-22 03:05:00+00:00,2025-04-21T20:10:00-07:00,2025-04-22 03:10:00+00:00,27244
2025-04-21T20:10:00-07:00,2025-04-22 03:10:00+00:00,2025-04-21T20:15:00-07:00,2025-04-22 03:15:00+00:00,27251
2025-04-21T20:15:00-07:00,2025-04-22 03:15:00+00:00,2025-04-21T20:20:00-07:00,2025-04-22 03:20:00+00:00,27265
2025-04-21T20:20:00-07:00,2025-04-22 03:20:00+00:00,2025-04-21T20:25:00-07:00,2025-04-22 03:25:00+00:00,27219
2025-04-21T20:25:00-07:00,2025-04-22 03:25:00+00:00,2025-04-21T20:30:00-07:00,2025-04-22 03:30:00+00:00,27178
2025-04-21T20:30:00-07:00,2025-04-22 03:30:00+00:00,2025-04-21T20:35:00-07:00,2025-04-22 03:35:00+00:00,27119
2025-04-21T20:35:00-07:00,2025-04-22 03:35:00+00:00,2025-04-21T20:40:00-07:00,2025-04-22 03:40:00+00:00,27040
2025-04-21T20:40:00-07:00,2025-04-22 03:40:00+00:00,2025-04-21T20:45:00-07:00,2025-04-22 03:45:00+00:00,26982
2025-04-21T20:45:00-07:00,2025-04-22 03:45:00+00:00,2025-04-21T20:50:00-07:00,2025-04-22 03:50:00+00:00,26911
2025-04-21T20:50:00-07:00,2025-04-22 03:50:00+00:00,2025-04-21T20:55:00-07:00,2025-04-22 03:55:00+00:00,26801
2025-04-21T20:55:00-07:00,2025-04-22 03:55:00+00:00,2025-04-21T21:00:00-07:00,2025-04-22 04:00:00+00:00,26726
2025-04-21T21:00:00-07:00,2025-04-22 04:00:00+00:00,2025-04-21T21:05:00-07:00,2025-04-22 04:05:00+00:00,26621
2025-04-21T21:05:00-07:00,2025-04-22 04:05:00+00:00,2025-04-21T21:10:00-07:00,2025-04-22 04:10:00+00:00,26651
2025-04-21T21:10:00-07:00,2025-04-22 04:10:00+00:00,2025-04-21T21:15:00-07:00,2025-04-22 04:15:00+00:00,26674
2025-04-21T21:15:00-07:00,2025-04-22 04:15:00+00:00,2025-04-21T21:20:00-07:00,2025-04-22 04:20:00+00:00,26568
2025-04-21T21:20:00-07:00,2025-04-22 04:20:00+00:00,2025-04-21T21:25:00-07:00,2025-04-22 04:25:00+00:00,26476
2025-04-21T21:25:00-07:00,2025-04-22 04:25:00+00:00,2025-04-21T21:30:00-07:00,2025-04-22 04:30:00+00:00,26431
2025-04-21T21:30:00-07:00,2025-04-22 04:30:00+00:00,2025-04-21T21:35:00-07:00,2025-04-22 04:35:00+00:00,26293
2025-04-21T21:35:00-07:00,2025-04-22 04:35:00+00:00,2025-04-21T21:40:00-07:00,2025-04-22 04:40:00+00:00,26206
2025-04-21T21:40:00-07:00,2025-04-22 04:40:00+00:00,2025-04-21T21:45:00-07:00,2025-04-22 04:45:00+00:00,26112
2025-04-21T21:45:00-07:00,2025-04-22 04:45:00+00:00,2025-04-21T21:50:00-07:00,2025-04-22 04:50:00+00:00,25953
2025-04-21T21:50:00-07:00,2025-04-22 04:50:00+00:00,2025-04-21T21:55:00-07:00,2025-04-22 04:55:00+00:00,25790
2025-04-21T21:55:00-07:00,2025-04-22 04:55:00+00:00,2025-04-21T22:00:00-07:00,2025-04-22 05:00:00+00:00,25658
2025-04-21T22:00:00-07:00,2025-04-22 05:00:00+00:00,2025-04-21T22:05:00-07:00,2025-04-22 05:05:00+00:00,25502
2025-04-21T22:05:00-07:00,2025-04-22 05:05:00+00:00,2025-04-21T22:10:00-07:00,2025-04-22 05:10:00+00:00,25453
2025-04-21T22:10:00-07:00,2025-04-22 05:10:00+00:00,2025-04-21T22:15:00-07:00,2025-04-22 05:15:00+00:00,25407
2025-04-21T22:15:00-07:00,2025-04-22 05:15:00+00:00,2025-04-21T22:20:00-07:00,2025-04-22 05:20:00+00:00,25249
2025-04-21T22:20:00-07:00,2025-04-22 05:20:00+00:00,2025-04-21T22:25:00-07:00,2025-04-22 05:25:00+00:00,25077
2025-04-21T22:25:00-07:00,2025-04-22 05:25:00+00:00,2025-04-21T22:30:00-07:00,2025-04-22 05:30:00+00:00,24901
2025-04-21T22:30:00-07:00,2025-04-22 05:30:00+00:00,2025-04-21T22:35:00-07:00,2025-04-22 05:35:00+00:00,24828
2025-04-21T22:35:00-07:00,2025-04-22 05:35:00+00:00,2025-04-21T22:40:00-07:00,2025-04-22 05:40:00+00:00,24628
2025-04-21T22:40:00-07:00,2025-04-22 05:40:00+00:00,2025-04-21T22:45:00-07:00,2025-04-22 05:45:00+00:00,24460
2025-04-21T22:45:00-07:00,2025-04-22 05:45:00+00:00,2025-04-21T22:50:00-07:00,2025-04-22 05:50:00+00:00,24295
2025-04-21T22:50:00-07:00,2025-04-22 05:50:00+00:00,2025-04-21T22:55:00-07:00,2025-04-22 05:55:00+00:00,24136
2025-04-21T22:55:00-07:00,2025-04-22 05:55:00+00:00,2025-04-21T23:00:00-07:00,2025-04-22 06:00:00+00:00,24019
2025-04-21T23:00:00-07:00,2025-04-22 06:00:00+00:00,2025-04-21T23:05:00-07:00,2025-04-22 06:05:00+00:00,23707
2025-04-21T23:05:00-07:00,2025-04-22 06:05:00+00:00,2025-04-21T23:10:00-07:00,2025-04-22 06:10:00+00:00,23649
2025-04-21T23:10:00-07:00,2025-04-22 06:10:00+00:00,2025-04-21T23:15:00-07:00,2025-04-22 06:15:00+00:00,23509
2025-04-21T23:15:00-07:00,2025-04-22 06:15:00+00:00,2025-04-21T23:20:00-07:00,2025-04-22 06:20:00+00:00,23370
2025-04-21T23:20:00-07:00,2025-04-22 06:20:00+00:00,2025-04-21T23:25:00-07:00,2025-04-22 06:25:00+00:00,23256
2025-04-21T23:25:00-07:00,2025-04-22 06:25:00+00:00,2025-04-21T23:30:00-07:00,2025-04-22 06:30:00+00:00,23152
2025-04-21T23:30:00-07:00,2025-04-22 06:30:00+00:00,2025-04-21T23:35:00-07:00,2025-04-22 06:35:00+00:00,22937
2025-04-21T23:35:00-07:00,2025-04-22 06:35:00+00:00,2025-04-21T23:40:00-07:00,2025-04-22 06:40:00+00:00,22879
2025-04-21T23:40:00-07:00,2025-04-22 06:40:00+00:00,2025-04-21T23:45:00-07:00,2025-04-22 06:45:00+00:00,22726
2025-04-21T23:45:00-07:00,2025-04-22 06:45:00+00:00,2025-04-21T23:50:00-07:00,2025-04-22 06:50:00+00:00,22552
2025-04-21T23:50:00-07:00,2025-04-22 06:50:00+00:00,2025-04-21T23:55:00-07:00,2025-04-22 06:55:00+00:00,22491
2025-04-21T23:55:00-07:00,2025-04-22 06:55:00+00:00,2025-04-22T00:00:00-07:00,2025-04-22 07:00:00+00:00,22314
2025-04-22T00:00:00-07:00,2025-04-22 07:00:00+00:00,2025-04-22T00:05:00-07:00,2025-04-22 07:05:00+00:00,22210
2025-04-22T00:05:00-07:00,2025-04-22 07:05:00+00:00,2025-04-22T00:10:00-07:00,2025-04-22 07:10:00+00:00,22346
2025-04-22T00:10:00-07:00,2025-04-22 07:10:00+00:00,2025-04-22T00:15:00-07:00,2025-04-22 07:15:00+00:00,22254
2025-04-22T00:15:00-07:00,2025-04-22 07:15:00+00:00,2025-04-22T00:20:00-07:00,2025-04-22 07:20:00+00:00,22254
2025-04-22T00:20:00-07:00,2025-04-22 07:20:00+00:00,2025-04-22T00:25:00-07:00,2025-04-22 07:25:00+00:00,22192
2025-04-22T00:25:00-07:00,2025-04-22 07:25:00+00:00,2025-04-22T00:30:00-07:00,2025-04-22 07:30:00+00:00,22144
2025-04-22T00:30:00-07:00,2025-04-22 07:30:00+00:00,2025-04-22T00:35:00-07:00,2025-04-22 07:35:00+00:00,22023
2025-04-22T00:35:00-07:00,2025-04-22 07:35:00+00:00,2025-04-22T00:40:00-07:00,2025-04-22 07:40:00+00:00,21927
2025-04-22T00:40:00-07:00,2025-04-22 07:40:00+00:00,2025-04-22T00:45:00-07:00,2025-04-22 07:45:00+00:00,21807
2025-04-22T00:45:00-07:00,2025-04-22 07:45:00+00:00,2025-04-22T00:50:00-07:00,2025-04-22 07:50:00+00:00,21714
2025-04-22T00:50:00-07:00,2025-04-22 07:50:00+00:00,2025-04-22T00:55:00-07:00,2025-04-22 07:55:00+00:00,21647
2025-04-22T00:55:00-07:00,2025-04-22 07:55:00+00:00,2025-04-22T01:00:00-07:00,2025-04-22 08:00:00+00:00,21594
2025-04-22T01:00:00-07:00,2025-04-22 08:00:00+00:00,2025-04-22T01:05:00-07:00,2025-04-22 08:05:00+00:00,21466
2025-04-22T01:05:00-07:00,2025-04-22 08:05:00+00:00,2025-04-22T01:10:00-07:00,2025-04-22 08:10:00+00:00,21474
2025-04-22T01:10:00-07:00,2025-04-22 08:10:00+00:00,2025-04-22T01:15:00-07:00,2025-04-22 08:15:00+00:00,21585
2025-04-22T01:15:00-07:00,2025-04-22 08:15:00+00:00,2025-04-22T01:20:00-07:00,2025-04-22 08:20:00+00:00,21525
2025-04-22T01:20:00-07:00,2025-04-22 08:20:00+00:00,2025-04-22T01:25:00-07:00,2025-04-22 08:25:00+00:00,21415
2025-04-22T01:25:00-07:00,2025-04-22 08:25:00+00:00,2025-04-22T01:30:00-07:00,2025-04-22 08:30:00+00:00,21352
2025-04-22T01:30:00-07:00,2025-04-22 08:30:00+00:00,2025-04-22T01:35:00-07:00,2025-04-22 08:35:00+00:00,21243
2025-04-22T01:35:00-07:00,2025-04-22 08:35:00+00:00,2025-04-22T01:40:00-07:00,2025-04-22 08:40:00+00:00,21195
2025-04-22T01:40:00-07:00,2025-04-22 08:40:00+00:00,2025-04-22T01:45:00-07:00,2025-04-22 08:45:00+00:00,21061
2025-04-22T01:45:00-07:00,2025-04-22 08:45:00+00:00,2025-04-22T01:50:00-07:00,2025-04-22 08:50:00+00:00,20969
2025-04-22T01:50:00-07:00,2025-04-22 08:50:00+00:00,2025-04-22T01:55:00-07:00,2025-04-22 08:55:00+00:00,20868
2025-04-22T01:55:00-07:00,2025-04-22 08:55:00+00:00,2025-04-22T02:00:00-07:00,2025-04-22 09:00:00+00:00,20776
2025-04-22T02:00:00-07:00,2025-04-22 09:00:00+00:00,2025-04-22T02:05:00-07:00,2025-04-22 09:05:00+00:00,20679
2025-04-22T02:05:00-07:00,2025-04-22 09:05:00+00:00,2025-04-22T02:10:00-07:00,2025-04-22 09:10:00+00:00,20571
2025-04-22T02:10:00-07:00,2025-04-22 09:10:00+00:00,2025-04-22T02:15:00-07:00,2025-04-22 09:15:00+00:00,20455
2025-04-22T02:15:00-07:00,2025-04-22 09:15:00+00:00,2025-04-22T02:20:00-07:00,2025-04-22 09:20:00+00:00,20378
2025-04-22T02:20:00-07:00,2025-04-22 09:20:00+00:00,2025-04-22T02:25:00-07:00,2025-04-22 09:25:00+00:00,20337
2025-04-22T02:25:00-07:00,2025-04-22 09:25:00+00:00,2025-04-22T02:30:00-07:00,2025-04-22 09:30:00+00:00,20302
2025-04-22T02:30:00-07:00,2025-04-22 09:30:00+00:00,2025-04-22T02:35:00-07:00,2025-04-22 09:35:00+00:00,20249
2025-04-22T02:35:00-07:00,2025-04-22 09:35:00+00:00,2025-04-22T02:40:00-07:00,2025-04-22 09:40:00+00:00,20242
2025-04-22T02:40:00-07:00,2025-04-22 09:40:00+00:00,2025-04-22T02:45:00-07:00,2025-04-22 09:45:00+00:00,20156
2025-04-22T02:45:00-07:00,2025-04-22 09:45:00+00:00,2025-04-22T02:50:00-07:00,2025-04-22 09:50:00+00:00,20086
2025-04-22T02:50:00-07:00,2025-04-22 09:50:00+00:00,2025-04-22T02:55:00-07:00,2025-04-22 09:55:00+00:00,20053
2025-04-22T02:55:00-07:00,2025-04-22 09:55:00+00:00,2025-04-22T03:00:00-07:00,2025-04-22 10:00:00+00:00,20016
2025-04-22T03:00:00-07:00,2025-04-22 10:00:00+00:00,2025-04-22T03:05:00-07:00,2025-04-22 10:05:00+00:00,20023
2025-04-22T03:05:00-07:00,2025-04-22 10:05:00+00:00,2025-04-22T03:10:00-07:00,2025-04-22 10:10:00+00:00,20003
2025-04-22T03:10:00-07:00,2025-04-22 10:10:00+00:00,2025-04-22T03:15:00-07:00,2025-04-22 10:15:00+00:00,20014
2025-04-22T03:15:00-07:00,2025-04-22 10:15:00+00:00,2025-04-22T03:20:00-07:00,2025-04-22 10:20:00+00:00,19903
2025-04-22T03:20:00-07:00,2025-04-22 10:20:00+00:00,2025-04-22T03:25:00-07:00,2025-04-22 10:25:00+00:00,19908
2025-04-22T03:25:00-07:00,2025-04-22 10:25:00+00:00,2025-04-22T03:30:00-07:00,2025-04-22 10:30:00+00:00,19911
2025-04-22T03:30:00-07:00,2025-04-22 10:30:00+00:00,2025-04-22T03:35:00-07:00,2025-04-22 10:35:00+00:00,19883
2025-04-22T03:35:00-07:00,2025-04-22 10:35:00+00:00,2025-04-22T03:40:00-07:00,2025-04-22 10:40:00+00:00,19893
2025-04-22T03:40:00-07:00,2025-04-22 10:40:00+00:00,2025-04-22T03:45:00-07:00,2025-04-22 10:45:00+00:00,19862
2025-04-22T03:45:00-07:00,2025-04-22 10:45:00+00:00,2025-04-22T03:50:00-07:00,2025-04-22 10:50:00+00:00,19883
2025-04-22T03:50:00-07:00,2025-04-22 10:50:00+00:00,2025-04-22T03:55:00-07:00,2025-04-22 10:55:00+00:00,19870
2025-04-22T03:55:00-07:00,2025-04-22 10:55:00+00:00,2025-04-22T04:00:00-07:00,2025-04-22 11:00:00+00:00,19855
2025-04-22T04:00:00-07:00,2025-04-22 11:00:00+00:00,2025-04-22T04:05:00-07:00,2025-04-22 11:05:00+00:00,19827
2025-04-22T04:05:00-07:00,2025-04-22 11:05:00+00:00,2025-04-22T04:10:00-07:00,2025-04-22 11:10:00+00:00,19976
2025-04-22T04:10:00-07:00,2025-04-22 11:10:00+00:00,2025-04-22T04:15:00-07:00,2025-04-22 11:15:00+00:00,20221
2025-04-22T04:15:00-07:00,2025-04-22 11:15:00+00:00,2025-04-22T04:20:00-07:00,2025-04-22 11:20:00+00:00,20311
2025-04-22T04:20:00-07:00,2025-04-22 11:20:00+00:00,2025-04-22T04:25:00-07:00,2025-04-22 11:25:00+00:00,20420
2025-04-22T04:25:00-07:00,2025-04-22 11:25:00+00:00,2025-04-22T04:30:00-07:00,2025-04-22 11:30:00+00:00,20550
2025-04-22T04:30:00-07:00,2025-04-22 11:30:00+00:00,2025-04-22T04:35:00-07:00,2025-04-22 11:35:00+00:00,20443
2025-04-22T04:35:00-07:00,2025-04-22 11:35:00+00:00,2025-04-22T04:40:00-07:00,2025-04-22 11:40:00+00:00,20500
2025-04-22T04:40:00-07:00,2025-04-22 11:40:00+00:00,2025-04-22T04:45:00-07:00,2025-04-22 11:45:00+00:00,20558
2025-04-22T04:45:00-07:00,2025-04-22 11:45:00+00:00,2025-04-22T04:50:00-07:00,2025-04-22 11:50:00+00:00,20648
2025-04-22T04:50:00-07:00,2025-04-22 11:50:00+00:00,2025-04-22T04:55:00-07:00,2025-04-22 11:55:00+00:00,20726
2025-04-22T04:55:00-07:00,2025-04-22 11:55:00+00:00,2025-04-22T05:00:00-07:00,2025-04-22 12:00:00+00:00,20781
2025-04-22T05:00:00-07:00,2025-04-22 12:00:00+00:00,2025-04-22T05:05:00-07:00,2025-04-22 12:05:00+00:00,20812
2025-04-22T05:05:00-07:00,2025-04-22 12:05:00+00:00,2025-04-22T05:10:00-07:00,2025-04-22 12:10:00+00:00,21040
2025-04-22T05:10:00-07:00,2025-04-22 12:10:00+00:00,2025-04-22T05:15:00-07:00,2025-04-22 12:15:00+00:00,21177
2025-04-22T05:15:00-07:00,2025-04-22 12:15:00+00:00,2025-04-22T05:20:00-07:00,2025-04-22 12:20:00+00:00,21316
2025-04-22T05:20:00-07:00,2025-04-22 12:20:00+00:00,2025-04-22T05:25:00-07:00,2025-04-22 12:25:00+00:00,21455
2025-04-22T05:25:00-07:00,2025-04-22 12:25:00+00:00,2025-04-22T05:30:00-07:00,2025-04-22 12:30:00+00:00,21425
2025-04-22T05:30:00-07:00,2025-04-22 12:30:00+00:00,2025-04-22T05:35:00-07:00,2025-04-22 12:35:00+00:00,21469
2025-04-22T05:35:00-07:00,2025-04-22 12:35:00+00:00,2025-04-22T05:40:00-07:00,2025-04-22 12:40:00+00:00,21544
2025-04-22T05:40:00-07:00,2025-04-22 12:40:00+00:00,2025-04-22T05:45:00-07:00,2025-04-22 12:45:00+00:00,21679
2025-04-22T05:45:00-07:00,2025-04-22 12:45:00+00:00,2025-04-22T05:50:00-07:00,2025-04-22 12:50:00+00:00,21798
2025-04-22T05:50:00-07:00,2025-04-22 12:50:00+00:00,2025-04-22T05:55:00-07:00,2025-04-22 12:55:00+00:00,21849
2025-04-22T05:55:00-07:00,2025-04-22 12:55:00+00:00,2025-04-22T06:00:00-07:00,2025-04-22 13:00:00+00:00,21995
2025-04-22T06:00:00-07:00,2025-04-22 13:00:00+00:00,2025-04-22T06:05:00-07:00,2025-04-22 13:05:00+00:00,22153
2025-04-22T06:05:00-07:00,2025-04-22 13:05:00+00:00,2025-04-22T06:10:00-07:00,2025-04-22 13:10:00+00:00,22298
2025-04-22T06:10:00-07:00,2025-04-22 13:10:00+00:00,2025-04-22T06:15:00-07:00,2025-04-22 13:15:00+00:00,22476
2025-04-22T06:15:00-07:00,2025-04-22 13:15:00+00:00,2025-04-22T06:20:00-07:00,2025-04-22 13:20:00+00:00,22563
2025-04-22T06:20:00-07:00,2025-04-22 13:20:00+00:00,2025-04-22T06:25:00-07:00,2025-04-22 13:25:00+00:00,22620
2025-04-22T06:25:00-07:00,2025-04-22 13:25:00+00:00,2025-04-22T06:30:00-07:00,2025-04-22 13:30:00+00:00,22660
2025-04-22T06:30:00-07:00,2025-04-22 13:30:00+00:00,2025-04-22T06:35:00-07:00,2025-04-22 13:35:00+00:00,22738
2025-04-22T06:35:00-07:00,2025-04-22 13:35:00+00:00,2025-04-22T06:40:00-07:00,2025-04-22 13:40:00+00:00,22794
2025-04-22T06:40:00-07:00,2025-04-22 13:40:00+00:00,2025-04-22T06:45:00-07:00,2025-04-22 13:45:00+00:00,22912
2025-04-22T06:45:00-07:00,2025-04-22 13:45:00+00:00,2025-04-22T06:50:00-07:00,2025-04-22 13:50:00+00:00,22972
2025-04-22T06:50:00-07:00,2025-04-22 13:50:00+00:00,2025-04-22T06:55:00-07:00,2025-04-22 13:55:00+00:00,23044
2025-04-22T06:55:00-07:00,2025-04-22 13:55:00+00:00,2025-04-22T07:00:00-07:00,2025-04-22 14:00:00+00:00,23124
2025-04-22T07:00:00-07:00,2025-04-22 14:00:00+00:00,2025-04-22T07:05:00-07:00,2025-04-22 14:05:00+00:00,23141
2025-04-22T07:05:00-07:00,2025-04-22 14:05:00+00:00,2025-04-22T07:10:00-07:00,2025-04-22 14:10:00+00:00,23458
2025-04-22T07:10:00-07:00,2025-04-22 14:10:00+00:00,2025-04-22T07:15:00-07:00,2025-04-22 14:15:00+00:00,23665
2025-04-22T07:15:00-07:00,2025-04-22 14:15:00+00:00,2025-04-22T07:20:00-07:00,2025-04-22 14:20:00+00:00,23689
2025-04-22T07:20:00-07:00,2025-04-22 14:20:00+00:00,2025-04-22T07:25:00-07:00,2025-04-22 14:25:00+00:00,23629
2025-04-22T07:25:00-07:00,2025-04-22 14:25:00+00:00,2025-04-22T07:30:00-07:00,2025-04-22 14:30:00+00:00,23659
2025-04-22T07:30:00-07:00,2025-04-22 14:30:00+00:00,2025-04-22T07:35:00-07:00,2025-04-22 14:35:00+00:00,23622
2025-04-22T07:35:00-07:00,2025-04-22 14:35:00+00:00,2025-04-22T07:40:00-07:00,2025-04-22 14:40:00+00:00,23606
2025-04-22T07:40:00-07:00,2025-04-22 14:40:00+00:00,2025-04-22T07:45:00-07:00,2025-04-22 14:45:00+00:00,23629
2025-04-22T07:45:00-07:00,2025-04-22 14:45:00+00:00,2025-04-22T07:50:00-07:00,2025-04-22 14:50:00+00:00,23573
2025-04-22T07:50:00-07:00,2025-04-22 14:50:00+00:00,2025-04-22T07:55:00-07:00,2025-04-22 14:55:00+00:00,23434
2025-04-22T07:55:00-07:00,2025-04-22 14:55:00+00:00,2025-04-22T08:00:00-07:00,2025-04-22 15:00:00+00:00,23358
2025-04-22T08:00:00-07:00,2025-04-22 15:00:00+00:00,2025-04-22T08:05:00-07:00,2025-04-22 15:05:00+00:00,23155
2025-04-22T08:05:00-07:00,2025-04-22 15:05:00+00:00,2025-04-22T08:10:00-07:00,2025-04-22 15:10:00+00:00,22914
2025-04-22T08:10:00-07:00,2025-04-22 15:10:00+00:00,2025-04-22T08:15:00-07:00,2025-04-22 15:15:00+00:00,23275
2025-04-22T08:15:00-07:00,2025-04-22 15:15:00+00:00,2025-04-22T08:20:00-07:00,2025-04-22 15:20:00+00:00,23227
2025-04-22T08:20:00-07:00,2025-04-22 15:20:00+00:00,2025-04-22T08:25:00-07:00,2025-04-22 15:25:00+00:00,23171
2025-04-22T08:25:00-07:00,2025-04-22 15:25:00+00:00,2025-04-22T08:30:00-07:00,2025-04-22 15:30:00+00:00,22958
2025-04-22T08:30:00-07:00,2025-04-22 15:30:00+00:00,2025-04-22T08:35:00-07:00,2025-04-22 15:35:00+00:00,22873
2025-04-22T08:35:00-07:00,2025-04-22 15:35:00+00:00,2025-04-22T08:40:00-07:00,2025-04-22 15:40:00+00:00,22786
2025-04-22T08:40:00-07:00,2025-04-22 15:40:00+00:00,2025-04-22T08:45:00-07:00,2025-04-22 15:45:00+00:00,22736
2025-04-22T08:45:00-07:00,2025-04-22 15:45:00+00:00,2025-04-22T08:50:00-07:00,2025-04-22 15:50:00+00:00,22634
2025-04-22T08:50:00-07:00,2025-04-22 15:50:00+00:00,2025-04-22T08:55:00-07:00,2025-04-22 15:55:00+00:00,22611
2025-04-22T08:55:00-07:00,2025-04-22 15:55:00+00:00,2025-04-22T09:00:00-07:00,2025-04-22 16:00:00+00:00,22362
2025-04-22T09:00:00-07:00,2025-04-22 16:00:00+00:00,2025-04-22T09:05:00-07:00,2025-04-22 16:05:00+00:00,22212
2025-04-22T09:05:00-07:00,2025-04-22 16:05:00+00:00,2025-04-22T09:10:00-07:00,2025-04-22 16:10:00+00:00,22061
2025-04-22T09:10:00-07:00,2025-04-22 16:10:00+00:00,2025-04-22T09:15:00-07:00,2025-04-22 16:15:00+00:00,21786
2025-04-22T09:15:00-07:00,2025-04-22 16:15:00+00:00,2025-04-22T09:20:00-07:00,2025-04-22 16:20:00+00:00,21614
2025-04-22T09:20:00-07:00,2025-04-22 16:20:00+00:00,2025-04-22T09:25:00-07:00,2025-04-22 16:25:00+00:00,21332
2025-04-22T09:25:00-07:00,2025-04-22 16:25:00+00:00,2025-04-22T09:30:00-07:00,2025-04-22 16:30:00+00:00,21138
2025-04-22T09:30:00-07:00,2025-04-22 16:30:00+00:00,2025-04-22T09:35:00-07:00,2025-04-22 16:35:00+00:00,20979
2025-04-22T09:35:00-07:00,2025-04-22 16:35:00+00:00,2025-04-22T09:40:00-07:00,2025-04-22 16:40:00+00:00,20651
2025-04-22T09:40:00-07:00,2025-04-22 16:40:00+00:00,2025-04-22T09:45:00-07:00,2025-04-22 16:45:00+00:00,20604
2025-04-22T09:45:00-07:00,2025-04-22 16:45:00+00:00,2025-04-22T09:50:00-07:00,2025-04-22 16:50:00+00:00,20310
2025-04-22T09:50:00-07:00,2025-04-22 16:50:00+00:00,2025-04-22T09:55:00-07:00,2025-04-22 16:55:00+00:00,20041
2025-04-22T09:55:00-07:00,2025-04-22 16:55:00+00:00,2025-04-22T10:00:00-07:00,2025-04-22 17:00:00+00:00,19776
2025-04-22T10:00:00-07:00,2025-04-22 17:00:00+00:00,2025-04-22T10:05:00-07:00,2025-04-22 17:05:00+00:00,19621
2025-04-22T10:05:00-07:00,2025-04-22 17:05:00+00:00,2025-04-22T10:10:00-07:00,2025-04-22 17:10:00+00:00,19602
2025-04-22T10:10:00-07:00,2025-04-22 17:10:00+00:00,2025-04-22T10:15:00-07:00,2025-04-22 17:15:00+00:00,19295
2025-04-22T10:15:00-07:00,2025-04-22 17:15:00+00:00,2025-04-22T10:20:00-07:00,2025-04-22 17:20:00+00:00,19220
